time	V(2)	V(d1)	V(d2)
3.998894788998819e-001	7.033707e-002	3.320122e-001	3.237097e+000
3.999002908418462e-001	7.034066e-002	3.320412e-001	3.111352e+000
3.999111027838105e-001	7.034425e-002	3.320680e-001	2.982539e+000
3.999895329595917e-001	7.037031e-002	3.322956e-001	1.400486e+002
3.999901433111542e-001	7.037052e-002	3.323242e-001	9.322969e+001
3.999913640142793e-001	7.037092e-002	3.323250e-001	6.443741e-001
3.999938054205293e-001	7.037173e-002	3.323267e-001	6.919740e-001
3.999986882330293e-001	7.037336e-002	3.323295e-001	6.169209e-001
4.000084538580292e-001	7.037660e-002	3.323331e-001	4.533558e-001
4.000279851080292e-001	7.038309e-002	3.323318e-001	1.071099e-001
4.000672001959199e-001	7.039613e-002	3.322981e-001	-7.501695e+001
4.000681157232636e-001	7.039643e-002	3.322894e-001	-1.252151e+000
4.000693364263886e-001	7.039683e-002	3.322876e-001	-1.426829e+000
4.000864262701386e-001	7.040251e-002	3.322589e-001	-1.700375e+000
4.001059575201386e-001	7.040900e-002	3.322169e-001	-2.001198e+000
4.001451726080292e-001	7.042202e-002	3.320703e-001	-2.435223e+002
4.001460881353730e-001	7.042233e-002	3.320431e-001	-2.900704e+000
4.001473088384980e-001	7.042273e-002	3.320391e-001	-3.278107e+000
4.001581207804623e-001	7.042632e-002	3.320020e-001	-3.420434e+000
4.001689327224266e-001	7.042992e-002	3.319626e-001	-3.558891e+000
4.001797446643909e-001	7.043351e-002	3.319210e-001	-3.693478e+000
4.001905566063552e-001	7.043709e-002	3.318771e-001	-3.824196e+000
4.002013685483195e-001	7.044068e-002	3.318310e-001	-3.951044e+000
4.002121804902837e-001	7.044426e-002	3.317826e-001	-4.074023e+000
4.002229924322480e-001	7.044785e-002	3.317320e-001	-4.193132e+000
4.003014226080293e-001	7.047383e-002	3.311633e-001	-4.611815e+002
4.003021855474824e-001	7.047409e-002	3.310653e-001	-1.370019e+001
4.003024907232636e-001	7.047419e-002	3.310629e-001	-1.076773e+001
4.003031010748261e-001	7.047439e-002	3.310595e-001	-5.228187e+000
4.003043217779512e-001	7.047480e-002	3.310524e-001	-5.889974e+000
4.003262944342012e-001	7.048207e-002	3.309184e-001	-6.044678e+000
4.003482670904512e-001	7.048933e-002	3.307815e-001	-6.183415e+000
4.003702397467012e-001	7.049660e-002	3.306415e-001	-6.306184e+000
4.003922124029511e-001	7.050385e-002	3.304984e-001	-6.412986e+000
4.004141850592011e-001	7.051110e-002	3.303523e-001	-6.503821e+000
4.004361577154512e-001	7.051835e-002	3.302032e-001	-6.578689e+000
4.004581303717011e-001	7.052559e-002	3.300510e-001	-6.637589e+000
4.006149907232637e-001	7.057722e-002	3.283176e-001	-6.022569e+002
4.006154484869355e-001	7.057737e-002	3.282423e-001	-6.285322e+000
4.006160588384981e-001	7.057757e-002	3.282384e-001	-5.912949e+000
4.006172795416231e-001	7.057796e-002	3.282303e-001	-6.647173e+000
4.006280914835874e-001	7.058152e-002	3.281588e-001	-6.597381e+000
4.006389034255516e-001	7.058507e-002	3.280885e-001	-6.543723e+000
4.006497153675159e-001	7.058861e-002	3.280194e-001	-6.486201e+000
4.006605273094802e-001	7.059216e-002	3.279516e-001	-6.424814e+000
4.006713392514445e-001	7.059570e-002	3.278849e-001	-6.359562e+000
4.006821511934088e-001	7.059924e-002	3.278195e-001	-6.290446e+000
4.006929631353731e-001	7.060277e-002	3.277553e-001	-6.217464e+000
4.007713933111543e-001	7.062846e-002	3.271163e-001	-4.675087e+002
4.007721562506074e-001	7.062870e-002	3.270179e-001	-1.124909e+001
4.007724614263887e-001	7.062881e-002	3.270159e-001	-8.834040e+000
4.007730717779512e-001	7.062900e-002	3.270131e-001	-4.272956e+000
4.007742924810762e-001	7.062940e-002	3.270073e-001	-4.795603e+000
4.008109135748262e-001	7.064138e-002	3.268446e-001	-4.394020e+000
4.008501286627168e-001	7.065418e-002	3.266222e-001	-3.238692e+002
4.008510441900606e-001	7.065448e-002	3.265868e-001	-2.966172e+000
4.008522648931856e-001	7.065488e-002	3.265827e-001	-3.322155e+000
4.008888859869356e-001	7.066684e-002	3.264775e-001	-2.812661e+000
4.009281010748262e-001	7.067964e-002	3.263511e-001	-1.731832e+002
4.009284062506074e-001	7.067974e-002	3.263333e-001	-1.155989e+002
4.009290166021700e-001	7.067994e-002	3.263324e-001	-1.332661e+000
4.009302373052950e-001	7.068034e-002	3.263306e-001	-1.481128e+000
4.009473271490450e-001	7.068592e-002	3.263098e-001	-1.198506e+000
4.009668583990450e-001	7.069229e-002	3.262962e-001	-8.644978e-001
4.010059208990450e-001	7.070503e-002	3.262973e-001	-2.493137e-001
4.010843510748262e-001	7.073063e-002	3.263858e-001	9.793858e+001
4.010861821295138e-001	7.073122e-002	3.264082e-001	1.470355e+000
4.010886235357637e-001	7.073202e-002	3.264123e-001	1.671049e+000
4.011228032232637e-001	7.074318e-002	3.264773e-001	1.920537e+000
4.011618657232637e-001	7.075594e-002	3.265675e-001	2.182641e+000
4.012399907232637e-001	7.078148e-002	3.267889e-001	2.633176e+000
4.013962407232637e-001	7.083267e-002	3.273271e-001	3.239587e+000
4.017088933111543e-001	7.093532e-002	3.290793e-001	2.748975e+003
4.017098088384981e-001	7.093562e-002	3.293615e-001	3.142528e+000
4.017110295416231e-001	7.093602e-002	3.293658e-001	3.531039e+000
4.017218414835874e-001	7.093958e-002	3.294036e-001	3.488194e+000
4.017326534255517e-001	7.094315e-002	3.294405e-001	3.443464e+000
4.017434653675160e-001	7.094671e-002	3.294765e-001	3.396852e+000
4.017542773094803e-001	7.095027e-002	3.295115e-001	3.348357e+000
4.017650892514446e-001	7.095384e-002	3.295456e-001	3.297978e+000
4.017759011934088e-001	7.095740e-002	3.295788e-001	3.245717e+000
4.017867131353731e-001	7.096097e-002	3.296110e-001	3.191572e+000
4.018651433111544e-001	7.098683e-002	3.299254e-001	2.255007e+002
4.018669743658419e-001	7.098743e-002	3.299744e-001	1.962176e+000
4.018694157720919e-001	7.098824e-002	3.299797e-001	2.192374e+000
4.019035954595919e-001	7.099952e-002	3.300470e-001	1.951146e+000
4.019426579595919e-001	7.101241e-002	3.301062e-001	1.661302e+000
4.020207829595919e-001	7.103822e-002	3.302071e-001	1.329792e+000
4.021770329595919e-001	7.108984e-002	3.305120e-001	1.494637e+002
4.021776433111544e-001	7.109004e-002	3.305859e-001	1.508361e+002
4.021781010748263e-001	7.109019e-002	3.306050e-001	2.421355e+000
4.021787114263888e-001	7.109039e-002	3.306065e-001	2.282253e+000
4.021799321295138e-001	7.109080e-002	3.306096e-001	2.573889e+000
4.022242262143352e-001	7.110545e-002	3.307381e-001	2.808756e+000
4.022685202991567e-001	7.112010e-002	3.308740e-001	3.013365e+000
4.023128143839781e-001	7.113477e-002	3.310172e-001	3.187715e+000
4.023571084687995e-001	7.114946e-002	3.311679e-001	3.331807e+000
4.024014025536210e-001	7.116415e-002	3.313259e-001	3.445640e+000
4.024456966384424e-001	7.117886e-002	3.314913e-001	3.529214e+000
4.024899907232638e-001	7.119358e-002	3.316641e-001	3.582530e+000
4.028026433111544e-001	7.129758e-002	3.333240e-001	2.466758e+003
4.028035588384982e-001	7.129788e-002	3.335770e-001	2.425212e+000
4.028047795416232e-001	7.129829e-002	3.335803e-001	2.722472e+000
4.028155914835875e-001	7.130190e-002	3.336092e-001	2.663545e+000
4.028264034255518e-001	7.130551e-002	3.336369e-001	2.602816e+000
4.028372153675160e-001	7.130912e-002	3.336633e-001	2.540285e+000
4.028480273094803e-001	7.131273e-002	3.336886e-001	2.475951e+000
4.028588392514446e-001	7.131633e-002	3.337126e-001	2.409815e+000
4.028696511934089e-001	7.131994e-002	3.337355e-001	2.341877e+000
4.028804631353732e-001	7.132355e-002	3.337571e-001	2.272136e+000
4.029588933111544e-001	7.134973e-002	3.339545e-001	1.324418e+002
4.029595036627169e-001	7.134994e-002	3.339818e-001	8.835154e+001
4.029607243658420e-001	7.135034e-002	3.339830e-001	9.258528e-001
4.029631657720920e-001	7.135116e-002	3.339854e-001	1.023458e+000
4.029778142095919e-001	7.135606e-002	3.339986e-001	9.023976e-001
4.029973454595919e-001	7.136258e-002	3.340110e-001	7.273465e-001
4.030364079595920e-001	7.137562e-002	3.340159e-001	3.338736e-001
4.031148381353732e-001	7.140182e-002	3.339577e-001	-7.344553e+001
4.031166691900607e-001	7.140243e-002	3.339405e-001	-1.324142e+000
4.031191105963107e-001	7.140325e-002	3.339368e-001	-1.510331e+000
4.031532902838107e-001	7.141466e-002	3.338756e-001	-1.814346e+000
4.031923527838107e-001	7.142770e-002	3.337864e-001	-2.131401e+000
4.032704777838107e-001	7.145374e-002	3.335595e-001	-2.668278e+000
4.034267277838107e-001	7.150573e-002	3.330024e-001	-3.353137e+000
4.037393803717013e-001	7.160953e-002	3.312115e-001	-2.776114e+003
4.037402958990451e-001	7.160983e-002	3.309267e-001	-2.875195e+000
4.037415166021701e-001	7.161023e-002	3.309228e-001	-3.228045e+000
4.037523285441344e-001	7.161381e-002	3.308885e-001	-3.163483e+000
4.037631404860987e-001	7.161739e-002	3.308555e-001	-3.096442e+000
4.037739524280630e-001	7.162096e-002	3.308239e-001	-3.026920e+000
4.037847643700273e-001	7.162454e-002	3.307937e-001	-2.954919e+000
4.037955763119915e-001	7.162812e-002	3.307648e-001	-2.880438e+000
4.038063882539558e-001	7.163169e-002	3.307374e-001	-2.803476e+000
4.038172001959201e-001	7.163527e-002	3.307112e-001	-2.724035e+000
4.038956303717013e-001	7.166119e-002	3.304714e-001	-1.619515e+002
4.038962407232639e-001	7.166139e-002	3.304381e-001	-1.080503e+002
4.038974614263889e-001	7.166179e-002	3.304366e-001	-1.152462e+000
4.038999028326389e-001	7.166260e-002	3.304335e-001	-1.274988e+000
4.039145512701389e-001	7.166744e-002	3.304171e-001	-1.130754e+000
4.039340825201389e-001	7.167389e-002	3.304009e-001	-9.313515e-001
4.039731450201389e-001	7.168680e-002	3.303766e-001	-6.863896e-001
4.039829106451389e-001	7.169003e-002	3.303699e-001	-3.075962e-001
4.039832158209201e-001	7.169013e-002	3.303698e-001	-1.367769e-001
4.039838261724826e-001	7.169033e-002	3.303699e-001	1.752317e-001
4.039850468756077e-001	7.169073e-002	3.303701e-001	1.791477e-001
4.039874882818577e-001	7.169154e-002	3.303707e-001	2.278210e-001
4.039923710943577e-001	7.169315e-002	3.303722e-001	2.860481e-001
4.040021367193576e-001	7.169638e-002	3.303770e-001	4.174636e-001
4.040216679693576e-001	7.170283e-002	3.303946e-001	7.309432e-001
4.040608830572482e-001	7.171579e-002	3.304750e-001	1.465283e+002
4.040617985845920e-001	7.171609e-002	3.304916e-001	1.993615e+000
4.040630192877170e-001	7.171649e-002	3.304944e-001	2.261194e+000
4.040996403814670e-001	7.172860e-002	3.305959e-001	2.843518e+000
4.041388554693576e-001	7.174157e-002	3.307907e-001	3.173690e+002
4.041397709967014e-001	7.174187e-002	3.308260e-001	3.666201e+000
4.041409916998264e-001	7.174228e-002	3.308311e-001	4.139647e+000
4.041518036417907e-001	7.174586e-002	3.308775e-001	4.284352e+000
4.041626155837550e-001	7.174944e-002	3.309263e-001	4.425193e+000
4.041734275257193e-001	7.175302e-002	3.309773e-001	4.562169e+000
4.041842394676836e-001	7.175660e-002	3.310307e-001	4.695280e+000
4.041950514096478e-001	7.176018e-002	3.310863e-001	4.824526e+000
4.042058633516121e-001	7.176376e-002	3.311442e-001	4.949908e+000
4.042166752935764e-001	7.176735e-002	3.312044e-001	5.071425e+000
4.042951054693577e-001	7.179335e-002	3.318746e-001	5.392284e+002
4.042958684088108e-001	7.179360e-002	3.319890e-001	1.584045e+001
4.042961735845920e-001	7.179371e-002	3.319918e-001	1.244942e+001
4.042967839361545e-001	7.179391e-002	3.319957e-001	6.043709e+000
4.042980046392796e-001	7.179431e-002	3.320040e-001	6.807697e+000
4.043199772955295e-001	7.180161e-002	3.321582e-001	6.967421e+000
4.043419499517796e-001	7.180891e-002	3.323157e-001	7.111197e+000
4.043639226080296e-001	7.181622e-002	3.324763e-001	7.239028e+000
4.043858952642795e-001	7.182354e-002	3.326402e-001	7.350911e+000
4.044078679205295e-001	7.183086e-002	3.328073e-001	7.446848e+000
4.044298405767796e-001	7.183819e-002	3.329776e-001	7.526839e+000
4.044518132330295e-001	7.184552e-002	3.331511e-001	7.590883e+000
4.046086735845921e-001	7.189795e-002	3.351333e-001	6.893488e+002
4.046091313482639e-001	7.189810e-002	3.352196e-001	7.263251e+000
4.046097416998264e-001	7.189830e-002	3.352241e-001	6.833340e+000
4.046109624029515e-001	7.189871e-002	3.352334e-001	7.682935e+000
4.046217743449158e-001	7.190234e-002	3.353162e-001	7.635804e+000
4.046325862868800e-001	7.190596e-002	3.353977e-001	7.584807e+000
4.046433982288443e-001	7.190959e-002	3.354781e-001	7.529945e+000
4.046542101708086e-001	7.191322e-002	3.355574e-001	7.471219e+000
4.046650221127729e-001	7.191685e-002	3.356355e-001	7.408627e+000
4.046758340547372e-001	7.192048e-002	3.357123e-001	7.342171e+000
4.046866459967015e-001	7.192412e-002	3.357881e-001	7.271850e+000
4.047650761724827e-001	7.195049e-002	3.365486e-001	5.610078e+002
4.047658391119358e-001	7.195075e-002	3.366668e-001	1.381015e+001
4.047661442877171e-001	7.195085e-002	3.366692e-001	1.084629e+001
4.047667546392796e-001	7.195105e-002	3.366726e-001	5.248708e+000
4.047679753424046e-001	7.195146e-002	3.366798e-001	5.893673e+000
4.048045964361546e-001	7.196380e-002	3.368830e-001	5.501355e+000
4.048438115240452e-001	7.197702e-002	3.371687e-001	4.207977e+002
4.048447270513890e-001	7.197732e-002	3.372148e-001	3.970149e+000
4.048459477545140e-001	7.197774e-002	3.372202e-001	4.451882e+000
4.048825688482640e-001	7.199010e-002	3.373671e-001	3.951827e+000
4.049217839361546e-001	7.200333e-002	3.375585e-001	2.728824e+002
4.049226994634984e-001	7.200363e-002	3.375882e-001	2.365234e+000
4.049239201666234e-001	7.200405e-002	3.375914e-001	2.643018e+000
4.049605412603733e-001	7.201641e-002	3.376687e-001	2.035212e+000
4.049997563482640e-001	7.202966e-002	3.377450e-001	9.323579e+001
4.050000615240452e-001	7.202976e-002	3.377546e-001	6.206629e+001
4.050006718756077e-001	7.202996e-002	3.377548e-001	4.321605e-001
4.050018925787328e-001	7.203038e-002	3.377554e-001	4.610707e-001
4.050092167974828e-001	7.203285e-002	3.377575e-001	2.959342e-001
4.050189824224827e-001	7.203615e-002	3.377572e-001	7.897766e-002
4.050385136724827e-001	7.204275e-002	3.377464e-001	-3.435287e-001
4.050777287603734e-001	7.205599e-002	3.376800e-001	-1.292696e+002
4.050786442877171e-001	7.205630e-002	3.376652e-001	-1.894878e+000
4.050798649908421e-001	7.205671e-002	3.376625e-001	-2.153039e+000
4.050969548345921e-001	7.206248e-002	3.376206e-001	-2.474476e+000
4.051164860845921e-001	7.206908e-002	3.375621e-001	-2.827583e+000
4.051557011724827e-001	7.208231e-002	3.373629e-001	-3.271368e+002
4.051566166998265e-001	7.208262e-002	3.373264e-001	-3.828036e+000
4.051578374029515e-001	7.208303e-002	3.373211e-001	-4.323928e+000
4.051686493449158e-001	7.208667e-002	3.372724e-001	-4.490230e+000
4.051794612868801e-001	7.209032e-002	3.372211e-001	-4.651871e+000
4.051902732288444e-001	7.209397e-002	3.371671e-001	-4.808852e+000
4.052010851708087e-001	7.209761e-002	3.371106e-001	-4.961172e+000
4.052118971127730e-001	7.210125e-002	3.370514e-001	-5.108832e+000
4.052227090547372e-001	7.210489e-002	3.369896e-001	-5.251830e+000
4.052335209967015e-001	7.210853e-002	3.369252e-001	-5.390168e+000
4.053119511724828e-001	7.213493e-002	3.362059e-001	-5.803351e+002
4.053127141119359e-001	7.213518e-002	3.360827e-001	-1.710226e+001
4.053130192877171e-001	7.213528e-002	3.360797e-001	-1.344128e+001
4.053136296392796e-001	7.213549e-002	3.360755e-001	-6.525511e+000
4.053148503424047e-001	7.213590e-002	3.360665e-001	-7.350560e+000
4.053368229986546e-001	7.214328e-002	3.358998e-001	-7.526439e+000
4.053587956549047e-001	7.215066e-002	3.357298e-001	-7.683077e+000
4.053807683111547e-001	7.215802e-002	3.355565e-001	-7.820473e+000
4.054027409674046e-001	7.216538e-002	3.353799e-001	-7.938627e+000
4.054247136236546e-001	7.217274e-002	3.352001e-001	-8.037539e+000
4.054466862799047e-001	7.218008e-002	3.350170e-001	-8.117208e+000
4.054686589361546e-001	7.218742e-002	3.348306e-001	-8.177636e+000
4.056255192877172e-001	7.223978e-002	3.327166e-001	-7.320957e+002
4.056259770513890e-001	7.223993e-002	3.326250e-001	-7.586817e+000
4.056265874029515e-001	7.224014e-002	3.326204e-001	-7.137218e+000
4.056278081060766e-001	7.224054e-002	3.326106e-001	-8.022782e+000
4.056386200480409e-001	7.224413e-002	3.325243e-001	-7.957599e+000
4.056494319900051e-001	7.224773e-002	3.324396e-001	-7.887760e+000
4.056602439319694e-001	7.225132e-002	3.323565e-001	-7.813263e+000
4.056710558739337e-001	7.225491e-002	3.322749e-001	-7.734109e+000
4.056818678158980e-001	7.225850e-002	3.321949e-001	-7.650299e+000
4.056926797578623e-001	7.226209e-002	3.321164e-001	-7.561832e+000
4.057034916998266e-001	7.226568e-002	3.320395e-001	-7.468708e+000
4.057819218756078e-001	7.229168e-002	3.312764e-001	-5.567811e+002
4.057826848150609e-001	7.229193e-002	3.311593e-001	-1.330709e+001
4.057829899908422e-001	7.229204e-002	3.311570e-001	-1.045000e+001
4.057836003424047e-001	7.229224e-002	3.311537e-001	-5.053942e+000
4.057848210455297e-001	7.229264e-002	3.311467e-001	-5.671245e+000
4.058214421392797e-001	7.230476e-002	3.309552e-001	-5.169796e+000
4.058606572271703e-001	7.231773e-002	3.306953e-001	-3.771836e+002
4.058615727545141e-001	7.231804e-002	3.306541e-001	-3.425975e+000
4.058627934576391e-001	7.231844e-002	3.306495e-001	-3.835984e+000
4.058994145513891e-001	7.233055e-002	3.305293e-001	-3.204506e+000
4.059386296392797e-001	7.234351e-002	3.303886e-001	-1.904427e+002
4.059389348150609e-001	7.234361e-002	3.303690e-001	-1.270835e+002
4.059395451666235e-001	7.234381e-002	3.303681e-001	-1.404470e+000
4.059407658697485e-001	7.234421e-002	3.303662e-001	-1.557770e+000
4.059773869634984e-001	7.235631e-002	3.303333e-001	-8.049882e-001
4.060164494634985e-001	7.236921e-002	3.303403e-001	-1.117841e-001
4.060948796392797e-001	7.239512e-002	3.304454e-001	1.083397e+002
4.060967106939672e-001	7.239573e-002	3.304701e-001	1.556786e+000
4.060991521002172e-001	7.239654e-002	3.304744e-001	1.767509e+000
4.061333317877172e-001	7.240783e-002	3.305424e-001	2.005326e+000
4.061723942877172e-001	7.242075e-002	3.306350e-001	2.254575e+000
4.062505192877172e-001	7.244661e-002	3.308593e-001	2.680930e+000
4.064067692877172e-001	7.249844e-002	3.313954e-001	3.245111e+000
4.067194218756078e-001	7.260235e-002	3.331171e-001	2.684912e+003
4.067203374029516e-001	7.260266e-002	3.333927e-001	3.025929e+000
4.067215581060766e-001	7.260307e-002	3.333969e-001	3.399755e+000
4.067323700480409e-001	7.260667e-002	3.334332e-001	3.355749e+000
4.067431819900052e-001	7.261028e-002	3.334687e-001	3.309899e+000
4.067539939319695e-001	7.261388e-002	3.335031e-001	3.262206e+000
4.067648058739338e-001	7.261749e-002	3.335367e-001	3.212669e+000
4.067756178158981e-001	7.262109e-002	3.335693e-001	3.161288e+000
4.067864297578623e-001	7.262470e-002	3.336009e-001	3.108064e+000
4.067972416998266e-001	7.262831e-002	3.336316e-001	3.052997e+000
4.068756718756079e-001	7.265449e-002	3.339296e-001	2.127699e+002
4.068775029302954e-001	7.265510e-002	3.339758e-001	1.827834e+000
4.068799443365454e-001	7.265592e-002	3.339808e-001	2.041162e+000
4.069141240240454e-001	7.266734e-002	3.340428e-001	1.798469e+000
4.069531865240454e-001	7.268039e-002	3.340957e-001	1.503395e+000
4.070313115240454e-001	7.270650e-002	3.341513e-001	9.566786e-001
4.071875615240454e-001	7.275870e-002	3.341305e-001	1.673309e-001
4.075000615240454e-001	7.286301e-002	3.339196e-001	-5.541591e-001
4.081253666998266e-001	7.307158e-002	3.333576e-001	-2.761282e+002
4.081271977545142e-001	7.307219e-002	3.333046e-001	1.776138e+000
4.081296391607642e-001	7.307300e-002	3.333095e-001	2.012206e+000
4.081638188482641e-001	7.308439e-002	3.333848e-001	2.218508e+000
4.082028813482642e-001	7.309742e-002	3.334838e-001	2.433047e+000
4.082810063482641e-001	7.312351e-002	3.337145e-001	2.794186e+000
4.084372563482642e-001	7.317577e-002	3.342425e-001	3.244734e+000
4.087499089361548e-001	7.328057e-002	3.358756e-001	2.502785e+003
4.087508244634985e-001	7.328087e-002	3.361324e-001	2.700911e+000
4.087520451666236e-001	7.328129e-002	3.361361e-001	3.033807e+000
4.087740178228735e-001	7.328867e-002	3.362012e-001	2.934987e+000
4.087959904791236e-001	7.329606e-002	3.362619e-001	2.830557e+000
4.088179631353736e-001	7.330345e-002	3.363180e-001	2.720517e+000
4.088399357916235e-001	7.331085e-002	3.363696e-001	2.604868e+000
4.088619084478735e-001	7.331824e-002	3.364167e-001	2.483609e+000
4.088838811041236e-001	7.332563e-002	3.364594e-001	2.356741e+000
4.089058537603735e-001	7.333303e-002	3.364975e-001	2.224263e+000
4.090621037603736e-001	7.338566e-002	3.367029e-001	1.536289e+000
4.093746037603736e-001	7.349101e-002	3.370104e-001	1.038584e+000
4.099996037603735e-001	7.370232e-002	3.376940e-001	1.011697e+000
4.112496037603735e-001	7.412614e-002	3.400200e-001	1.098415e+003
4.112502141119360e-001	7.412635e-002	3.405564e-001	1.094721e+003
4.112506718756079e-001	7.412650e-002	3.406880e-001	-6.501400e+000
4.112512822271704e-001	7.412671e-002	3.406840e-001	-6.126392e+000
4.112525029302954e-001	7.412713e-002	3.406756e-001	-6.905815e+000
4.112744755865454e-001	7.413461e-002	3.405169e-001	-7.162827e+000
4.112964482427954e-001	7.414209e-002	3.403522e-001	-7.399084e+000
4.113184208990454e-001	7.414956e-002	3.401815e-001	-7.614586e+000
4.113403935552954e-001	7.415702e-002	3.400047e-001	-7.809333e+000
4.113623662115454e-001	7.416448e-002	3.398220e-001	-7.983324e+000
4.113843388677954e-001	7.417192e-002	3.396333e-001	-8.136559e+000
4.114063115240454e-001	7.417937e-002	3.394386e-001	-8.269039e+000
4.115631718756079e-001	7.423243e-002	3.371708e-001	-8.003640e+002
4.115636296392798e-001	7.423259e-002	3.370705e-001	-8.660909e+000
4.115642399908423e-001	7.423279e-002	3.370652e-001	-8.149537e+000
4.115654606939673e-001	7.423320e-002	3.370540e-001	-9.164667e+000
4.115762726359316e-001	7.423685e-002	3.369551e-001	-9.127481e+000
4.115870845778959e-001	7.424049e-002	3.368573e-001	-9.085271e+000
4.115978965198602e-001	7.424413e-002	3.367605e-001	-9.038038e+000
4.116087084618245e-001	7.424776e-002	3.366649e-001	-8.985780e+000
4.116195204037887e-001	7.425140e-002	3.365703e-001	-8.928499e+000
4.116303323457530e-001	7.425504e-002	3.364768e-001	-8.866194e+000
4.116411442877173e-001	7.425867e-002	3.363844e-001	-8.798865e+000
4.117195744634986e-001	7.428501e-002	3.354498e-001	-6.938601e+002
4.117203374029517e-001	7.428526e-002	3.353036e-001	-1.732409e+001
4.117206425787329e-001	7.428537e-002	3.353006e-001	-1.360703e+001
4.117212529302954e-001	7.428557e-002	3.352963e-001	-6.586574e+000
4.117224736334205e-001	7.428598e-002	3.352872e-001	-7.397782e+000
4.117590947271704e-001	7.429825e-002	3.350302e-001	-6.969094e+000
4.117983098150611e-001	7.431138e-002	3.346641e-001	-5.417815e+002
4.117992253424048e-001	7.431169e-002	3.346048e-001	-5.170512e+000
4.118004460455298e-001	7.431209e-002	3.345977e-001	-5.800396e+000
4.118370671392798e-001	7.432434e-002	3.344036e-001	-5.231448e+000
4.118762822271704e-001	7.433745e-002	3.341445e-001	-3.733942e+002
4.118771977545142e-001	7.433776e-002	3.341038e-001	-3.329790e+000
4.118784184576392e-001	7.433816e-002	3.340993e-001	-3.725254e+000
4.119150395513892e-001	7.435039e-002	3.339857e-001	-3.016061e+000
4.119542546392798e-001	7.436348e-002	3.338605e-001	-1.637107e+002
4.119545598150611e-001	7.436359e-002	3.338437e-001	-1.091604e+002
4.119551701666236e-001	7.436379e-002	3.338430e-001	-1.064242e+000
4.119563908697486e-001	7.436420e-002	3.338416e-001	-1.172388e+000
4.119734807134986e-001	7.436991e-002	3.338277e-001	-7.831504e-001
4.119930119634986e-001	7.437643e-002	3.338257e-001	-3.307891e-001
4.120322270513892e-001	7.438952e-002	3.338587e-001	8.109160e+001
4.120331425787330e-001	7.438982e-002	3.338682e-001	1.445373e+000
4.120343632818580e-001	7.439023e-002	3.338702e-001	1.649142e+000
4.120514531256080e-001	7.439594e-002	3.339039e-001	1.997386e+000
4.120709843756080e-001	7.440246e-002	3.339541e-001	2.381457e+000
4.121101994634986e-001	7.441556e-002	3.341316e-001	2.961720e+002
4.121111149908424e-001	7.441587e-002	3.341647e-001	3.556098e+000
4.121123356939674e-001	7.441627e-002	3.341696e-001	4.019861e+000
4.121489567877174e-001	7.442851e-002	3.343362e-001	4.625209e+000
4.121881718756080e-001	7.444163e-002	3.346329e-001	4.736746e+002
4.121890874029517e-001	7.444194e-002	3.346855e-001	5.282407e+000
4.121903081060768e-001	7.444235e-002	3.346928e-001	5.958059e+000
4.122011200480411e-001	7.444597e-002	3.347590e-001	6.104719e+000
4.122119319900053e-001	7.444959e-002	3.348274e-001	6.246832e+000
4.122227439319696e-001	7.445321e-002	3.348981e-001	6.384398e+000
4.122335558739339e-001	7.445683e-002	3.349711e-001	6.517417e+000
4.122443678158982e-001	7.446046e-002	3.350464e-001	6.645888e+000
4.122551797578625e-001	7.446408e-002	3.351239e-001	6.769812e+000
4.122659916998268e-001	7.446771e-002	3.352037e-001	6.889190e+000
4.123444218756080e-001	7.449404e-002	3.360771e-001	6.934394e+002
4.123451848150611e-001	7.449430e-002	3.362241e-001	1.990751e+001
4.123454899908424e-001	7.449440e-002	3.362276e-001	1.564460e+001
4.123461003424049e-001	7.449461e-002	3.362325e-001	7.592017e+000
4.123473210455299e-001	7.449502e-002	3.362429e-001	8.548621e+000
4.123692937017799e-001	7.450241e-002	3.364352e-001	8.688528e+000
4.123912663580299e-001	7.450981e-002	3.366296e-001	8.809656e+000
4.124132390142799e-001	7.451722e-002	3.368260e-001	8.912005e+000
4.124352116705299e-001	7.452463e-002	3.370244e-001	8.995574e+000
4.124571843267799e-001	7.453205e-002	3.372248e-001	9.060364e+000
4.124791569830299e-001	7.453948e-002	3.374273e-001	9.106375e+000
4.125011296392799e-001	7.454692e-002	3.376318e-001	9.133606e+000
4.126579899908424e-001	7.460006e-002	3.399246e-001	7.867708e+002
4.126584477545143e-001	7.460022e-002	3.400230e-001	8.022356e+000
4.126590581060768e-001	7.460043e-002	3.400279e-001	7.546250e+000
4.126602788092018e-001	7.460085e-002	3.400383e-001	8.481589e+000
4.126710907511661e-001	7.460452e-002	3.401293e-001	8.402375e+000
4.126819026931304e-001	7.460820e-002	3.402186e-001	8.318617e+000
4.126927146350947e-001	7.461188e-002	3.403060e-001	8.230314e+000
4.127035265770589e-001	7.461556e-002	3.403917e-001	8.137467e+000
4.127143385190232e-001	7.461924e-002	3.404755e-001	8.040076e+000
4.127251504609875e-001	7.462293e-002	3.405576e-001	7.938140e+000
4.127359624029518e-001	7.462662e-002	3.406379e-001	7.831660e+000
4.128143925787330e-001	7.465337e-002	3.414311e-001	5.766013e+002
4.128151555181862e-001	7.465363e-002	3.415524e-001	1.367096e+001
4.128154606939674e-001	7.465374e-002	3.415548e-001	1.073527e+001
